Employment,Country,Student,EdLevel,DevType,YearsCode,CompTotal,CompFreq,ConvertedComp,WorkWeekHrs,Age,Gender,Ethnicity,NormalizedAnnualCompensation
full-time,Iran,No,Masters degree ,Developer,10,30000000,Monthly,8556,80,34,Man,Middle Eastern,360000000
full-time,United States,No,Bachelors degree,full-stack,20,135000,Monthly,1620000,40,42,Man,Asian,1620000
full-time,Brazil,No,Bachelors degree,full-stack,11,8300,Monthly,27204,40,30,Man,Hispanic,99600
full-time,Malaysia,No,Bachelors degree,Developer,22,320000,Yearly,78115,56,37,Man,,320000
full-time,United Kingdom,No,No degree,Developer,12,24000,Yearly,31403,38,32,Man,White,24000
full-time,United Kingdom,No,Bachelors degree,Developer,15,50000,Yearly,65424,37.5,32,Man,White,50000
full-time,Sweden,No,No degree,Designer,20,40000,Monthly,53028,38,36,Man,White,480000
full-time,India,No,Bachelors degree,Developer,14,15000,Monthly,2520,8,23,Man,Asian,180000
full-time,United States,No,Bachelors degree,Database administrator,6,70000,Yearly,70000,40,24,Woman,White,70000
full-time,Netherlands,No,Bachelors degree,Developer,6,45360,Yearly,51971,40,28,Man,White,45360
full-time,Brazil,No,Bachelors degree,Developer,15,4500,Monthly,14748,50,25,Man,Hispanic,54000
full-time,Brazil,No,Bachelors degree,Developer,10,5000,Monthly,16392,40,29,Man,,60000
full-time,Ukraine,No,Bachelors degree,full-stack,2,17000,Monthly,7356,40,21,Man,White,204000
full-time,Costa Rica,No,Masters degree ,Developer,26,4100,Monthly,49200,40,44,Man,Hispanic,49200
full-time,Germany,Yes,Masters degree ,Academic researcher,14,3000,Monthly,41244,40,27,Man,White,36000
full-time,United States,No,Bachelors degree,Developer,35,100000,Yearly,100000,40,44,Man,White,100000
full-time,United States,No,No degree,full-stack,5,77000,Yearly,77000,40,21,Man,Hispanic,77000
full-time,United Kingdom,No,Masters degree ,full-stack,11,80000,Yearly,104678,40,,Man,Black,80000
full-time,Mexico,No,Bachelors degree,Developer,21,1500,Monthly,18000,100,37,Man,Hispanic,18000
part-time,Cameroon,No,Bachelors degree,Academic researcher,4,,Monthly,,8,25,Man,Black,
full-time,Australia,No,Bachelors degree,full-stack,12,210000,Yearly,152313,45,36,Man,White,210000
full-time,Netherlands,No,Bachelors degree,Data or business analyst,20,69000,Yearly,79057,35,29,Man,Hispanic,69000
full-time,Colombia,Yes,Bachelors degree,Developer,19,6958523,Monthly,27024,40,38,Man,Hispanic,83502276
full-time,United States,Yes,Bachelors degree,Developer,34,120000,Yearly,120000,40,54,Man,White,120000
full-time,United States,No,Bachelors degree,Developer,8,87500,Yearly,87500,40,22,Man,White,87500
full-time,United States,No,Masters degree ,Developer,26,95000,Yearly,95000,40,58,Man,White,95000
full-time,France,Yes,Masters degree ,Developer,5,200,Weekly,11450,38,22,Woman,White,10400
full-time,India,No,Bachelors degree,Developer,12,3500000,Yearly,48975,40,33,Man,Asian,3500000
full-time,Dominican Republic,No,Bachelors degree,full-stack,6,60000,Monthly,14244,10,29,Man,Hispanic,720000
full-time,Bulgaria,No,Bachelors degree,full-stack,13,60000,Yearly,68745,40,32,Man,White,60000
full-time,India,Yes,Secondary school,full-stack,3,,Monthly,,12,20,Man,Asian,
full-time,Ireland,No,Bachelors degree,Developer,10,,,,,25,Man,Hispanic,
full-time,Slovakia,Yes,Masters degree ,Developer,2,1530,Monthly,21036,40,36,Man,White,18360
full-time,United Kingdom,No,Bachelors degree,Database administrator,9,30000,Yearly,39254,37.5,27,Man,White,30000
full-time,United States,No,Masters degree ,Data scientist or machine learning specialist,5,87000,Yearly,87000,40,30,Woman,White,87000
full-time,United States,No,Bachelors degree,Developer,1,100000,Weekly,2000000,40,24,Woman,Asian,5200000
full-time,United States,No,No degree,full-stack,2,65000,Yearly,65000,40,37,Man,White,65000
full-time,United Kingdom,No,Bachelors degree,full-stack,20,50000,Monthly,785088,40,34,Man,White,600000
full-time,Peru,No,Professional degree,Developer,10,6000,Monthly,21660,40,29,Woman,Hispanic,72000
full-time,United States,No,Bachelors degree,full-stack,18,98000,Yearly,98000,40,32,Man,White,98000
full-time,India,No,Masters degree ,Developer,8,1000000,Yearly,13993,50,26,Man,,1000000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,23,,Monthly,,50,33,Man,White,
full-time,United States,No,Bachelors degree,full-stack,35,100000,Yearly,100000,40,59,Man,White,100000
full-time,India,No,Masters degree ,Developer,3,480000,Yearly,6717,40,25,Woman,Asian,480000
full-time,India,Yes,Bachelors degree,Developer,10,43000,Monthly,7224,40,29,Man,Asian,516000
full-time,France,No,Other doctoral degree ,Academic researcher,18,4500,Monthly,61872,60,28,Man,White,54000
full-time,United States,No,Bachelors degree,full-stack,17,100000,Yearly,100000,60,32,Man,White,100000
full-time,Portugal,No,Bachelors degree,Developer,9,32000,Yearly,36664,35,,Man,White,32000
full-time,India,No,Bachelors degree,Developer,3,730000,Yearly,10215,35,23,Woman,Asian,730000
full-time,United Kingdom,No,Bachelors degree,full-stack,25,65000,Yearly,85051,40,41,Man,White,65000
full-time,India,No,Masters degree ,Developer,15,2000000,Yearly,27986,,36,Man,,2000000
part-time,Austria,Yes,Masters degree ,Academic researcher,10,,Monthly,,,,Man,White,
full-time,Guatemala,No,No degree,full-stack,15,42000,Yearly,42000,40,38,Man,Hispanic,42000
full-time,United States,No,Bachelors degree,Developer,6,72000,Yearly,72000,40,26,Man,White,72000
full-time,Croatia,No,Masters degree ,Developer,10,270000,Yearly,41727,44,28,Man,White,270000
full-time,United States,No,Bachelors degree,Developer,10,6000,Weekly,300000,30,27,Man,Hispanic,312000
full-time,Poland,Yes,Bachelors degree,Database administrator,9,13000,Monthly,41688,168,23,Man,White,156000
full-time,United States,No,No degree,Developer,40,126000,Yearly,126000,40,53,Man,White,126000
full-time,United States,No,Bachelors degree,Developer,2,75000,Yearly,75000,40,33,Woman,White,75000
full-time,United States,No,Other doctoral degree ,full-stack,26,600000,Yearly,600000,45,36,Man,White,600000
full-time,Cameroon,No,Bachelors degree,Academic researcher,4,100000,Monthly,2100,8,,Woman,Black,1200000
full-time,Belgium,No,Bachelors degree,Developer,10,3500,Monthly,48120,50,27,Man,White,42000
full-time,Brazil,No,Bachelors degree,Developer,8,1800,Monthly,5904,45,25,Man,White,21600
full-time,Germany,No,No degree,Academic researcher,19,55000,Monthly,756192,40,34,Man,White,660000
full-time,China,No,Bachelors degree,Developer,15,19500,Monthly,34692,42,32,Man,Asian,234000
full-time,United States,No,Masters degree ,Developer,8,125000,Yearly,125000,40,26,Man,Asian,125000
full-time,United States,No,Bachelors degree,DevOps specialist,10,223000,Yearly,223000,45,31,Man,White,223000
full-time,Afghanistan,No,Bachelors degree,Developer,4,25000,Monthly,3996,40,24,Man,Asian,300000
full-time,France,No,Masters degree ,Developer,32,52500,Yearly,60152,45,38,Man,White,52500
full-time,United States,No,Primary/elementary school,Developer,21,206415,Yearly,206415,40,38,Man,White,206415
full-time,Netherlands,No,Bachelors degree,Designer,14,4400,Monthly,60492,40,30,Man,White,52800
full-time,India,Yes,Bachelors degree,Developer,10,58000,Monthly,9744,9,28,Man,Asian,696000
full-time,Egypt,Yes,No degree,Developer,4,17000,Monthly,11556,35,27,Man,Middle Eastern,204000
full-time,Czech Republic,No,Masters degree ,full-stack,15,74000,Monthly,39552,40,,Man,White,888000
full-time,United States,No,Bachelors degree,full-stack,6,115000,Yearly,115000,40,28,Man,White,115000
full-time,United States,No,Masters degree ,Developer,13,130000,Yearly,130000,40,30,Man,Asian,130000
full-time,Belgium,No,Masters degree ,Developer,20,5000,Monthly,68748,42,40,Man,Hispanic,60000
full-time,Netherlands,No,Masters degree ,Academic researcher,8,2700,Monthly,37128,40,30,Man,White,32400
full-time,United States,No,Bachelors degree,Developer,8,75000,Yearly,75000,40,26,Man,White,75000
full-time,United States,No,Bachelors degree,Database administrator,6,102600,Yearly,102600,42,27,Man,White,102600
full-time,United Kingdom,No,Secondary school,Developer,15,50000,Yearly,65424,37.5,33,Man,White,50000
full-time,Australia,Yes,Bachelors degree,Database administrator,11,3248,Monthly,28272,37.5,25,Man,White,38976
full-time,India,No,Bachelors degree,Data scientist or machine learning specialist,6,,,,54,22,Man,Asian,
full-time,China,Yes,Bachelors degree,Data or business analyst,20,70,Yearly,10,46,38,Man,Asian,70
full-time,Turkey,No,Bachelors degree,Database administrator,16,80000,Yearly,15360,45,31,Man,Middle Eastern,80000
full-time,India,No,Bachelors degree,Developer,7,1600000,Yearly,22388,40,25,Man,,1600000
full-time,United States,No,Bachelors degree,Developer,29,89000,Yearly,89000,54,46,Man,White,89000
full-time,Brazil,No,Bachelors degree,Developer,16,12000,Monthly,39336,44,36,Man,Black,144000
full-time,United Kingdom,No,Masters degree ,full-stack,2,35000,Monthly,549564,45,24,Man,White,420000
full-time,United Kingdom,No,Bachelors degree,Developer,4,70000,Yearly,91593,35,33,Man,Hispanic,70000
full-time,United States,No,Bachelors degree,Designer,2,90000,Monthly,1080000,30,28,Woman,Black,1080000
full-time,United States,No,Bachelors degree,Developer,16,65000,Yearly,65000,40,31,Man,White,65000
full-time,India,No,Masters degree ,Developer,18,4000000,Yearly,55971,40,37,Man,Asian,4000000
full-time,Malaysia,No,Associate degree,Developer,10,6000,Monthly,17580,45,23,Woman,Asian,72000
full-time,United States,No,Bachelors degree,full-stack,10,92400,Yearly,92400,40,34,Man,White,92400
full-time,Poland,No,Secondary school,full-stack,7,7000,Monthly,22440,40,23,Woman,White,84000
full-time,India,No,Bachelors degree,Engineer,5,50000,Monthly,8400,40,24,Man,,600000
full-time,United Kingdom,No,No degree,Developer,37,80000,Yearly,104678,40,45,Man,White,80000
full-time,United Kingdom,No,Bachelors degree,full-stack,7,70000,Yearly,91593,40,25,Man,White,70000
full-time,Canada,No,Bachelors degree,Developer,12,91000,Yearly,69468,40,24,Man,White,91000
full-time,United States,No,Bachelors degree,Developer,4,130000,Yearly,130000,40,30,Woman,White,130000
full-time,India,No,Bachelors degree,Developer,3,,Monthly,,,,Man,Asian,
full-time,Poland,No,Bachelors degree,Data or business analyst,11,12000,Monthly,38472,40,32,Man,White,144000
full-time,United Kingdom,No,No degree,full-stack,5,30000,Yearly,39254,37.5,21,Man,White,30000
part-time,Austria,Yes,Bachelors degree,Data or business analyst,30,515,Monthly,7080,10,41,Man,White,6180
full-time,Colombia,Yes,No degree,Developer,6,1000000,Monthly,3888,44,26,Man,Black,12000000
full-time,Switzerland,No,Associate degree,Developer,21,84000,Monthly,1000000,44,37,Man,White,1008000
full-time,United Kingdom,No,No degree,Database administrator,33,40000,Yearly,52339,50,45,Man,White,40000
full-time,Germany,No,Professional degree,full-stack,7,340000,Monthly,57096,40,26,Man,,4080000
full-time,Belgium,No,Bachelors degree,Data or business analyst,8,45000,Yearly,51559,45,27,Man,White,45000
full-time,Russian Federation,No,Masters degree ,Developer,4,90000,Monthly,16500,40,31,Man,White,1080000
full-time,United States,No,Bachelors degree,Designer,4,6750,Yearly,6750,40,32,Man,White,6750
full-time,Canada,No,Bachelors degree,Developer,16,103000,Yearly,78629,31.5,33,Man,White,103000
full-time,United States,No,No degree,Developer,5,75000,Yearly,75000,40,31,Man,White,75000
full-time,India,No,Bachelors degree,Data or business analyst,7,23000,Monthly,3864,40,23,Man,Asian,276000
full-time,Brazil,Yes,Professional degree,Developer,3,3500,Monthly,11472,50,23,Man,Hispanic,42000
full-time,Turkey,No,Bachelors degree,Database administrator,20,7500,Monthly,17280,45,35,Man,Middle Eastern,90000
full-time,Netherlands,No,Masters degree ,Developer,5,3400,Monthly,46752,45,29,Man,White,40800
full-time,Australia,No,Bachelors degree,Developer,6,84000,Yearly,60925,40,24,Man,Asian,84000
full-time,Greece,No,Associate degree,Developer,30,28000,Yearly,32081,60,47,Man,White,28000
full-time,United Kingdom,No,Bachelors degree,full-stack,15,38000,Yearly,49722,37.5,42,Woman,White,38000
full-time,Canada,No,Bachelors degree,Developer,14,115000,Monthly,1000000,40,32,Man,Hispanic,1380000
full-time,India,No,Masters degree ,Database administrator,8,,Monthly,,60,33,Man,Asian,
full-time,United States,No,Bachelors degree,Developer,8,,Monthly,,40,31,Man,Asian,
full-time,United States,No,Masters degree ,Developer,13,225000,Yearly,225000,55,31,Man,White,225000
full-time,Japan,No,Bachelors degree,Developer,15,3960000,Yearly,36166,40,30,Man,White,3960000
full-time,Dominican Republic,Yes,Associate degree,Developer,10,170000,Monthly,40356,80,30,Man,Hispanic,2040000
full-time,India,No,Bachelors degree,Developer,10,49000,Monthly,8232,9,29,Man,Asian,588000
full-time,United States,No,Bachelors degree,Data scientist or machine learning specialist,7,80000,Yearly,80000,40,26,Non-binary,White,80000
full-time,United Kingdom,No,Other doctoral degree ,Data scientist or machine learning specialist,23,,Monthly,,40,33,Man,White,
full-time,Poland,No,No degree,Developer,33,6600,Monthly,21168,40,47,Man,White,79200
full-time,Russian Federation,No,Masters degree ,Developer,4,120000,Monthly,21996,50,24,Man,White,1440000
full-time,Spain,No,No degree,Data or business analyst,7,1500,Monthly,20628,8,,Man,Hispanic,18000
full-time,Canada,No,Bachelors degree,Developer,18,71000,Yearly,54200,35,36,Man,Hispanic,71000
full-time,United States,No,Bachelors degree,Developer,26,80000,Yearly,80000,46,58,Man,White,80000
full-time,Bulgaria,No,No degree,Developer,6,4000,Monthly,28080,30,25,Woman,White,48000
full-time,Nicaragua,Yes,Professional degree,full-stack,4,450,Monthly,5400,8,25,Man,Hispanic,5400
full-time,Germany,No,Masters degree ,Designer,28,60000,Yearly,68745,40,37,Man,White,60000
full-time,Norway,No,Masters degree ,Developer,3,700000,Yearly,82946,37.5,24,Man,White,700000
full-time,"Congo, Republic of the...",No,Bachelors degree,Database administrator,7,1500,Monthly,18000,45,28,Man,Black,18000
full-time,Australia,No,Bachelors degree,Database administrator,22,170000,Yearly,123301,50,37,Man,White,170000
full-time,Netherlands,No,Masters degree ,Developer,12,77760,Yearly,89093,45,31,Man,White,77760
full-time,Italy,No,No degree,Designer,8,46000,Yearly,52704,60,28,Man,White,46000
part-time,Sri Lanka,No,Bachelors degree,Developer,5,105000,Monthly,7128,25,32,Man,Asian,1260000
full-time,Georgia,No,Masters degree ,Developer,8,,Monthly,,40,28,Man,White,
full-time,Bangladesh,No,Masters degree ,Developer,4,,,,40,28,Man,Asian,
full-time,United Kingdom,No,Bachelors degree,Developer,5,,,,37.5,26,Man,White,
full-time,Mexico,No,Bachelors degree,full-stack,3,25500,Monthly,16020,40,32,Man,Hispanic,306000
full-time,Australia,No,Masters degree ,Developer,7,,Monthly,,,25,Man,Asian,
full-time,United States,No,Bachelors degree,Developer,7,100000,Monthly,1200000,40,29,Man,White,1200000
full-time,Canada,No,Bachelors degree,full-stack,20,120000,Yearly,91606,40,39,Man,White,120000
full-time,Germany,No,Masters degree ,Academic researcher,30,60000,Yearly,68745,9,44,Man,White,60000
full-time,Canada,No,Bachelors degree,Developer,29,,Weekly,,40,,Man,White,
full-time,India,No,Bachelors degree,full-stack,4,95000,Monthly,15948,40,26,Man,Asian,1140000
full-time,China,Yes,Bachelors degree,Developer,8,,Monthly,,40,31,Man,Asian,
full-time,Ireland,No,Bachelors degree,Developer,8,53000,Yearly,60725,42.5,27,Man,White,53000
full-time,Bangladesh,No,Bachelors degree,Developer,9,70000,Monthly,10032,48,30,Man,Asian,840000
full-time,Russian Federation,No,Masters degree ,Database administrator,13,115000,Monthly,21084,40,29,Man,White,1380000
full-time,India,No,Masters degree ,Academic researcher,8,550000,Yearly,7696,40,24,Man,Asian,550000
full-time,United States,No,Bachelors degree,full-stack,30,85000,Yearly,85000,45,49,Woman,White,85000
full-time,Argentina,No,Other doctoral degree ,Academic researcher,25,60000,Monthly,19380,40,38,Man,White,720000
full-time,Canada,No,Bachelors degree,Developer,4,95000,Yearly,72522,35,26,Man,Asian,95000
full-time,Croatia,No,Masters degree ,Developer,35,50000,Monthly,92724,40,58,Man,White,600000
full-time,India,No,Bachelors degree,Developer,8,609500,Yearly,8529,8,26,Man,Asian,609500
full-time,Romania,No,Bachelors degree,Developer,15,10000,Monthly,28920,40,30,Woman,White,120000
full-time,Netherlands,No,Masters degree ,Developer,5,38043,Yearly,43588,36,32,Man,White,38043
full-time,United States,No,Bachelors degree,Developer,18,126000,Yearly,126000,45,36,Man,White,126000
full-time,Sri Lanka,No,Bachelors degree,Developer,11,60000,Monthly,4080,40,26,Woman,Asian,720000
full-time,United States,No,Bachelors degree,full-stack,7,85000,Yearly,85000,40,25,Man,White,85000
